text,intent
no tengo contraseña,KGB_REGISTRARSV
Hola como puedo hacer para cambiar mi plan triple hogar,KGB_SOLCAMBIPLAN
Necesito que me reactiven mi cuenta,HANDOVER_SOLICITUDES
Necesito que me reactiven mi cuenta,HANDOVER_SOLICITUDES
hola necesito dar de baja un servicio fijo con movistar,HANDOVER_BAJA
si donde y como hago llegar los elementos de baja de un servicio ejemplo pantalla conexiones router etc,HANDOVER_BAJA
recargar mifi,KGB_RECARGAONLINE
Cambie de chip por motivo de robo y quiero conservar mi numero anterior,KGB_COMPRARCHIPMOVI
necesito bloquear mi celular,KGB_BLOQUEARCELIUPERDIROBO
Quisiera csncelar l deuda de mi internet hogar,DEUDA_FIJO_MOVIL
Quiero trasladar mi linea hogar de domicilio,KGB_CAMBIARDOMICILIOSERVFIJO
quiero dar de baja el servicio como lo puedo hacer,HANDOVER_BAJA
Hola necesito informacion sobre mi plan de roaming,KGB_USARCELUFUERACHILE
Hola quiero cancelar fox premiun,KGB_DESCONTRATARCANALES
SALDO MINUTOS,CONSUMO_MINUTOS_MOVIL
Quiero saber la velocidad q poseo,KGB_VELOCIDAD
No funciona internet,HANDOVER_RECLAMOS
Hola quisiera saber mi numero de celular,KGB_CONOCERNUMEROASOCSERV
Quiero saber que promociones estan activas para el mes de noviembre recargando por internet,CONSUMO_DATOS_FIJO
Tengo problemas con la facturacion de mi boleta,COPIA_BOLETA_FIJO_MOVIL
Necesito bloquear mi numero de telefono,KGB_BLOQUEARCELIUPERDIROBO
cuando pongo el nombre de usuario y contraseña sale como incorrecto,KGB_INGPASSPAREN
hola necesito dar de baja un servicio de wifi movil,HANDOVER_BAJA
Estoy sin TV desde el miercoles el mismo miercoles pague y solo m avilitaron el internet estoy sin TV y sin telefono,HANDOVER_RECLAMOS
Se me olvido la clave para ingresar,KGB_REGISTRARSV
Hace 2 dias que no tengo señal de internet en casa y la cuenta esta al dia,HANDOVER_RECLAMOS
Quiero bajar mi plan,KGB_SOLCAMBIPLAN
Hola quiero bloquear mi linea y equipo Fui robado,KGB_BLOQUEARCELIUPERDIROBO
Hola buenas tardes quiero pagar el celular no me cepta sale q no existe ese numero,HANDOVER_RECLAMOS
me cambie de domicilio y quiero trasladar el equipo al nuevo domicilio,KGB_CAMBIARDOMICILIOSERVFIJO
NO ME LLEGA LA BOLETA AL CORREO NI AL DOMICILIO,COPIA_BOLETA_FIJO_MOVIL
ultima boleta,COPIA_BOLETA_FIJO_MOVIL
Tengo problema con mi cuenta,DEUDA_FIJO_MOVIL
Como obtengo clave,KGB_REGISTRARSV
Pague la ultima boleta y me descontaron de la cuenta pero aun aparece sin pagar,HANDOVER_RECLAMOS
Como puedo solicitar mi chip,KGB_COMPRARCHIPMOVI
contrate un plan pero no tengo internet,DETALLE_PLAN_FIJO_MOVIL
Hol mi nombre es Luis Soto me encuentro en Argentina y nesesita una bolsa por 2 dias,REINICIO_PLAN
Hola quiero saber si puedo tener un celular,VENTAS_C2C
Ola mi nombre es eliana licezth saavedra viera pague mi factura el 31 y todabia no me han activado mis dactos,HANDOVER_RECLAMOS
Como activar chip 4g lite,KGB_ACTIVARPREPAGO
Hola buenas disculpa sabes que tengo un problema con el tema de facturacion por medio del telefono,HANDOVER_RECLAMOS
Hola mira yo era cliente de Movistar me cambie si compañia y me siguen cobrando,KGB_MOVIL
porque me subio el plan,KGB_SOLCAMBIPLAN
tengo problemas con el internet en mi hogar,HANDOVER_RECLAMOS
no tengo clave la olvide,KGB_REGISTRARSV
Pague WiFi hogar,HANDOVER_RECLAMOS
Se puede renovar el telefono en la sucursal movistar one,KGB_MOVIONE
Hola algun numero de telefono del instalador en San Felipe region de Valparaiso,HANDOVER_RECLAMOS
Como puedo bloquear un numero de movistar desde otro telefono,KGB_BLOQUEARCELIUPERDIROBO
Hola Buenas tardes Necesito una prorroga del pago de mi cuenta,KGB_PRORROGA
Tengo un plan de mi hijo y lo pague a fin de mes de octubre,DETALLE_PLAN_FIJO_MOVIL
Tengo telefono de empresa y me quede sin minutos,HANDOVER_RECLAMOS
buenas tardes nesecito saber como puedo cambiar mi numero telefonico manteniendo mi plan actual,KGB_CAMBIONUMTELEFONO
nesecito saber algun local donde este abierto en puente alto,KGB_LUGARPAGOMOVI
Hola necesito contratar un plan equipo,VENTAS_C2C
No puedo contactarme,HANDOVER_RECLAMOS
Necesito un chip nuevo con el mismo numero,KGB_COMPRARCHIPMOVI
Que necesito para reponer mi chip,KGB_COMPRARCHIPMOVI
Sabes hoy compre un telefono prepago de esos red fija,KGB_CAMBIARTARIFACELUPREPAGO
Necesito e numero asociado a cliente para poder pagar mi cuenta,KGB_CONOCERNUMEROASOCSERV
Como puedo activar mi tarjeta sin,HANDOVER_RECLAMOS
Quisiera saber si puedo renovar mi equipo,KGB_COMPRAREQUIPOMOVICL
Necesito saber deuda de movistar hogar,DEUDA_FIJO_MOVIL
Me pide pin parental,KGB_INGPASSPAREN
Hola ise una potabilidad de movistar a wom quiero saber si me desvinculan automaticamente de la compañia,KGB_MOVIL
estoy alm dia en cuenta el problema es que no tengo telefono es el fijo,HANDOVER_RECLAMOS
buenas tardes quiero saber porque subio mi cuenta este mes en comparacion al mes pasado,DEUDA_FIJO_MOVIL
Necesito mi numero para pagar mi internet,KGB_CONOCERNUMEROASOCSERV
No se activa mi pack prepago de mi celular nuevo,KGB_DETALLERECARGASPREPAGO
hola buenas estoy tratando de revisar el detalle de la boleta pero no encuentro donde revisar,COPIA_BOLETA_FIJO_MOVIL
su puede bloquear un telefono que este extraviado,KGB_BLOQUEARCELIUPERDIROBO
Quiero dar de baja mi plan,HANDOVER_BAJA
internewt de fibra,VENTAS_C2C
No tengo contraseña,KGB_REGISTRARSV
Pagar internet de casa,KGB_QUIEROPAGAR
Me sale un cobro excesivo que yo no e usado,HANDOVER_RECLAMOS
Necesito bloquear ni liena de cel 90887800 pasa que me robaron el cel,KGB_BLOQUEARCELIUPERDIROBO
Hola puedo cambiar el plan,KGB_SOLCAMBIPLAN
Necesito contratar un plan con mas gb de internep,VENTAS_C2C
quiero hacer portabilidad pero tengo deuda en otra compañia ustedes admiten que uno tenga deuda en otra compañia,KGB_MOVIL
necesito cambiar de plan,KGB_SOLCAMBIPLAN
Hola necesito cambiar mi contraseña del wifi como lo puedo hacer,KGB_CAMBIARPASSWIFIRED
Hola Quisiera cambiar de plan,KGB_SOLCAMBIPLAN
Quiero saber si fue efectiva la portabilidad,KGB_REVPORTAPREPAGO
Necesito cambiar clave de wifi,KGB_CAMBIARPASSWIFIRED
hola como puedo saber cuanto saldo tengo,CONSUMO_SALDO_PREPAGO
no puedo ingresar a la pagina virtual es problema de la pagina o mio,HANDOVER_RECLAMOS
Nesecito mi ultima boleta,COPIA_BOLETA_FIJO_MOVIL
Hola mi telefono j5 pro m pide codigo pin de 4 digitos,KGB_CICLOS
que pasa si se pierde el celular,KGB_BLOQUEARCELIUPERDIROBO
tengo un problema,HANDOVER_RECLAMOS
me robaron la tarjeta sim,KGB_BLOQUEARCELIUPERDIROBO
Deseo hacer el pago de mi cuenta y no puedo que sucede,KGB_LUGARPAGOMOVI
Quiero terminar mi servicio de internet y telefonia correspondiente al numero 226962589,HANDOVER_BAJA
Quisiera saber que canal hay que solicitar para ver na nba,DEUDA_FIJO_MOVIL
Me puede decir que canal debo contratar para ver la NBA,VENTAS_C2C
la sucursal de copiapo esta abierta al publico,KGB_LUGARPAGOMOVI
Hola como puedo habilitar y contratar el roaming viajo fuera de chile por 5 dias,KGB_USARCELUFUERACHILE
Como veo sucursales abiertas,KGB_LUGARPAGOMOVI
es una descarga gratis que me entrega movistar por haber contratado internet hogar fibra optica,HANDOVER_RECLAMOS
Lo k pasa es k las teles de mi casa no tienen señal la cuenta ya la pagamos porque nos tienen sin señal,HANDOVER_RECLAMOS
Hacer una prorroga del pago,KGB_PRORROGA
Me piden contraseña movistar y no la tengo por eso no puedo ingresar a ninguna aplicacion,KGB_REGISTRARSV
Hola hice una prorroga y no se activado el servicio,KGB_PRORROGA
Hola quiero a ser un reclamo por el saldo de mi voleta todos los meses me sube quiero saber por que,HANDOVER_RECLAMOS
la boleta que tengo,COPIA_BOLETA_FIJO_MOVIL
Mi plan,DETALLE_PLAN_FIJO_MOVIL
Hola quiero dar de baja el servicio Internet y cable o cambiar de nombre el rut es 11612873 k como lo puedo aser,HANDOVER_BAJA
Como puedo dar de baja el servicio de Internet y television,HANDOVER_RECLAMOS
Nno me acuerdo la clave y necesito solucionar el problema,KGB_REGISTRARSV
Pague mi cuenta y no tengo el servicio aun,HANDOVER_RECLAMOS
quisiera saber que sucursales se encuentran abiertas para poder pagar cuenta,KGB_LUGARPAGOMOVI
hola ya pague mi cuenta pero me cortaron el servicio,KGB_COBROREPOSERVICIO
hola quiero cambiar mi plan,KGB_SOLCAMBIPLAN
Necesito hacer seguimiento de mi pedido,KGB_DESPACHO
Hola quiero ver algun cambio de plan y renovar mi equipo,KGB_SOLCAMBIPLAN
necesito un chip,KGB_COMPRARCHIPMOVI
pague mi boleta y aun no me dan el servicio,HANDOVER_RECLAMOS
me cortaron el telefono,KGB_COBROREPOSERVICIO
Hola quiero saber como pagar una cuenta fija que es solo internet no tiene numero asoaciado,KGB_CONOCERNUMEROASOCSERV
y como hago para desbloquear mi imei,KGB_LIBREQUIPO
Hola podria mostrarme mi ultima boleta por favor,COPIA_BOLETA_FIJO_MOVIL
Necesito repactar mi deuda de numero celular,DEUDA_FIJO_MOVIL
como saber cual es mi plan para solicitar un equipo nuevo,KGB_SOLCAMBIPLAN
En que sucursal de Concepcion o Talcahuano puedo comprar un chip ya que el mio se daño,KGB_COMPRARCHIPMOVI
Hola quierocambiar el plan,KGB_SOLCAMBIPLAN
Hola como puedo bloquear un numero de telefono,KGB_BLOQUEARCELIUPERDIROBO
hola necesito saber si puedo disminuir mi plan ya que no alcanzo a ocupar todo lo que tengo en el plan,KGB_SOLCAMBIPLAN
el cambio de plan lo puedo hacer en esta pagina,KGB_SOLCAMBIPLAN
quiero saber cuantos son mis puntos movistar y si puedo canjiarlos,KGB_RECAMBIOEQUIPOMIVIONE
necesito contratar una bolsa de internet para el extranjero,VENTAS_C2C
quiero hacer un cambio de plan,KGB_SOLCAMBIPLAN
Cuantos minutos me quedan mi plan,CONSUMO_MINUTOS_MOVIL
mi ultima boleta,COPIA_BOLETA_FIJO_MOVIL
hola necesito saber de sucursales abiertas en la cuidad de concepcion,KGB_LUGARPAGOMOVI
Como lo hago para una prorroga,KGB_PRORROGA
Hola me gustaria saber si me puede ayudar con el tema de un chip,KGB_COMPRARCHIPMOVI
Cambiar clave internet,KGB_CAMBIARPASSWIFIRED
no entiendo porque me quede sin minutos,CONSUMO_MINUTOS_MOVIL
cuantos minutos puedo usar segun mi plan,CONSUMO_MINUTOS_MOVIL
Hola necesito pagar el plan,KGB_SOLCAMBIPLAN
Tengo Dos Boletas Pendientes Y Necesito repartar Mi deuda para No perder mi numero y Mi plan Estoy Sin trabajo Y es muy alto mi plan,KGB_SOLCAMBIPLAN
Hola mire pague recien la cuenta telefonica movil y quisiera saber porque no tengo internet,HANDOVER_RECLAMOS
Hola quiero saber el numero de servicio hogar para pagar,KGB_CONOCERNUMEROASOCSERV
quisiera saber que sucursales se encuentran abiertas,KGB_LUGARPAGOMOVI
ningun telefono responden y nevcesita cambiar el celular si no tendre que cambiarme de compañia,KGB_LIBREQUIPO
Hola es que perdi mi chip Movistar hace tiempo bueno me lo robaron junto con mi celular para ser mas exactos y no me ha llegado la factura de cuanto debo,KGB_COMPRARCHIPMOVI
suspender linea,HANDOVER_BAJA
Pague la cuenta vencida y requiero la reposicion del sistema,KGB_COBROREPOSERVICIO
Hola quiero bajar valor del plan hogar,VENTAS_C2C
problemas para pagar en linea,HANDOVER_RECLAMOS
quisiera saber si puedo sacar otro plan,VENTAS_C2C
Necesito pasar un servicio a nombre de otra persona,KGB_CAMBIARLINEA
hola si sabes que necesito bajar mi plan y vi uno a 9990,KGB_SOLCAMBIPLAN
hola puedo cambiar el domicilio del servicio,KGB_CAMBIARDOMICILIOSERVFIJO
mi compañera se quiere portar a movistar con un plan bajo y un movil a costo 0,KGB_MOVIL
quisiera darle de baja a mi internet hogar,HANDOVER_BAJA
Hola quiero saber el vencimiento de mi boleta y de cuanto cu,KGB_VENCIMIENTOCUENTA
Nose como hacerlo me puedes ayudar porfavor,KGB_BLOQUEOSELECTPLANESFIJO
necesito saber porque el valor de mi boleta no bajo este mes siendo acordado previamente,COPIA_BOLETA_FIJO_MOVIL
REPOSICION DE LINEA,KGB_COBROREPOSERVICIO
hola quisiera portar una nueva linea a movistar,KGB_MOVIL
Hola Quisiera pedir una aceleracion de la cuenta del equipo,DEUDA_FIJO_MOVIL
Necesito que me realices una aceleracion de las cuotas de mi equipo movil,KGB_COMPRAREQUIPOMOVICL
Estado de cuenta,COPIA_BOLETA_FIJO_MOVIL
quiero sacar un numero inscrito en mi app movistar,KGB_CONOCERNUMEROASOCSERV
Quiero cambiar mi plan de celular actual,KGB_SOLCAMBIPLAN
No tengo clave,KGB_REGISTRARSV
Quiero controlar un plan,VENTAS_C2C
Me encuentro sin internet hace dos semanas y me dijieron que llegaria hoy pero no hay respuesta,HANDOVER_RECLAMOS
es posible modificar mi plan actual a uno mas economico,KGB_SOLCAMBIPLAN
buenas tardes solicito por favor la facturacion de mi cuente pero no estoy registrado,KGB_CICLOS
En el mes de Octubre solicite netflix y quedo activo con cargo a la bole3,HANDOVER_RECLAMOS
tengo mi movil 998661459 al cual le agregaron una aplicacion de peliculas el cual no he ocupado ni bajado la aplicacion el mes pasado presente un reclamo y me rebajaron pero este mes igualmente me,HANDOVER_RECLAMOS
solucionen rapido mi problema ya que hable en la mañana de of de movistar con una ejecutiva y me quedaron de realizar la rebaja y no ha pasado nada la inoperancia es excesiva de la plataforma de ate,HANDOVER_RECLAMOS
Dar de baja canales hd y cdf premium,KGB_DESCONTRATARCANALES
hola se me perdio el chip,KGB_COMPRARCHIPMOVI
Hola necesito pagar mi boleta internet y cable no tengo el numero de la factura para pagar,COPIA_BOLETA_FIJO_MOVIL
quedaron de venir hoy y tengo una llamada perdida en celular,KGB_AVISOLLAMADAPERDCELU
revisra pago,KGB_LUGARPAGOMOVI
Puedes ayudarme a cambiar la fecha de pago del plan junto con el del equipo,KGB_CICLOS
Hola quiero reclamar el porque me avisan que llegue al 80 de datos GB si apenas HOY pagaron mi Internet,HANDOVER_RECLAMOS
seguimiento de entrega,KGB_DESPACHO
Usted no es me puede dar mi numero de celular,KGB_CONOCERNUMEROASOCSERV
Como pedir la clave,KGB_REGISTRARSV
Hola quiero saber cuantos devo pagar de mi deuda de plan,DEUDA_FIJO_MOVIL
No tengo clave virtual,KGB_REGISTRARSV
Necesito ingresar la clave virtual,KGB_REGISTRARSV
Hola queria saber si puedo bajar la cuota de mi plan,KGB_SOLCAMBIPLAN
Kiero saver si puedo optar a un plan,VENTAS_C2C
quiero saber como puedo cambiar mi chip,KGB_COMPRARCHIPMOVI
pero si yo no soy el titular como cambio mi chip,KGB_CAMBIARLINEA
que documentos debo llevar para el cambio de titular,KGB_CAMBIARLINEA
QUIERO SABER EL NUMERO DE MI WIFI MOVIL,KGB_CONOCERNUMEROASOCSERV
servicio tecnico,HANDOVER_SOLICITUDES
necesito cambiar los servicios hogar de direccion,HANDOVER_BAJA
como puedo cambiar el nombre al numero regustrado por otra persona,KGB_CAMBIARLINEA
Como activo mi chip,KGB_ACTIVARPREPAGO
Como puedo saber el numero asociado a mi rut,KGB_CONOCERNUMEROASOCSERV
Esque cual es el codigo para que me funcione el internet en mi casa,CONSUMO_DATOS_MOVIL
Necesito una prorroga de mi boleta hasta el dia 10 de noviembre,KGB_PRORROGA
Hola quiero astualisar mis datos,KGB_CAMBIADATOSPERSONALESSV
Hola lo que pasa es que quiero saber cuando puedo cambiar mi telefono ya que tengo contratado Movistar one,KGB_RECAMBIOEQUIPOMIVIONE
Tengo un plan de 25 gigas pero la señal es muy mala en mi casa,HANDOVER_RECLAMOS
Hola ayer a medio dia cancele mi cuenta que estaba vencida y hasta ahora no me han dado el servicio,REINICIO_PLAN
Reclamo,HANDOVER_RECLAMOS
reclamo,HANDOVER_RECLAMOS
Y me sale temporalmente fuera servicio,HANDOVER_RECLAMOS
Monto ha pagar de la linea,DEUDA_FIJO_MOVIL
tengo una cuenta de internet hogar y necesito saber mi numero de cliente para cancelar,DEUDA_FIJO_MOVIL
hOLA QUIERO VER SI ME PUEDO PORTAR A MOVISTAR,KGB_MOVIL
tengo un celular que saque por movistar one y quiero conocer el procedimiento para cambiar el aparato,KGB_RECAMBIOEQUIPOMIVIONE
estoy sin linea telefonica en mi hogar hace un mes ya,HANDOVER_RECLAMOS
Contrate un plan la semana pasada pero no me sale cuanto debo y poder pagarlo,REINICIO_PLAN
cancelar deuda,DEUDA_FIJO_MOVIL
hola buenas dias deseo portabilidad de u equipo movil actualmente soy entel,KGB_LIBREQUIPO
Hola necesito llamar y dice que no tengo saldo suficiente y cancele hace pocos dias,HANDOVER_RECLAMOS
Como se hace para cambiar el titular de una cuenta,KGB_CAMBIARLINEA
Quisiera el numero de mi cuenta,KGB_CONOCERNUMEROASOCSERV
Que se me olvido la contraseña,KGB_CAMBIARCLAVESVAPPMOVI
dar de baja a mi plan hogar,HANDOVER_BAJA
Tengo una duda que quiero portarme pero quiero un equipo en arriendo como lo tengo que hacer,KGB_MOVIL
Hola Queria consultar pra la instalacion del Pack Duo HD Pro Fibra 100 Megas,VENTAS_C2C
Hola sabes hoy pague el saldo anterior de mi plan sde movistar y no me ha llegado el servicio,KGB_COBROREPOSERVICIO
Pague hoy mi deuda de plan movil movistar pero aun no me llega el servicio usted podria activarmelo,KGB_COBROREPOSERVICIO
quiero cambiar mi plan,KGB_SOLCAMBIPLAN
NECESITO SABER SUCURSALES QUE MANTENGAN SERVICIO TECNICO,KGB_LUGARPAGOMOVI
como puedo cambiar mi plan,KGB_SOLCAMBIPLAN
que numero esta asociado a mi rut,KGB_CONOCERNUMEROASOCSERV
acabo de realizar una recarga por la app y aun no se hace efectiva,REINICIO_PLAN
acabo de realizar una recarga por la app y aun no se hace efectiva,REINICIO_PLAN
Hola quiero habilitar Google play,KGB_QUEESMOVISTARPLAY
Tengo una plan atrasado de 9990,DETALLE_PLAN_FIJO_MOVIL
COMO INGRESO A LA SUCURSAL VIRTUAL,KGB_REGISTRARSV
como lo puedo hacer para cambiarme de plan,KGB_SOLCAMBIPLAN
Hola nesesito que me digan porque de un mes a otro ustedes suben como quieren las tarifas,KGB_MARCARDENTRODECHILE
Hola necesito saber a que numero puedo llamar para solicitar un celular,VENTAS_C2C
Necesito saber cuanto deberia pagar mensualmente con mi plan y el telefono,DETALLE_PLAN_FIJO_MOVIL
hola quiero bajar de precio ni plan,KGB_SOLCAMBIPLAN
quiero cambiar mi domicilio,KGB_CAMBIARDOMICILIOSERVFIJO
necesito mi saldo,KGB_SALDOSOSAPPMOVI
Hola quiero ver mi deuda,DEUDA_FIJO_MOVIL
Buenas tardes soy cliente de movistar y quiero consultar si tengo la disponibilidad de cambio de equipo,KGB_RECAMBIOEQUIPOMIVIONE
Hola quiero saber si puedo portarme,VENTAS_C2C
Hoy pague la cuenta fija y sigo sin servicio,KGB_COBROREPOSERVICIO
Numero para llamar al servicio al cliente,KGB_CONOCERNUMEROASOCSERV
Acaba de pagar mi cuenta en una caja vecina,KGB_LUGARPAGOMOVI
hola buenas tardes tengo un servicio de internet hogar y television por cable,HANDOVER_RECLAMOS
hola necesito portar mi numero entel prepago a movistar,KGB_MOVIL
Hola en todo lo escrito en el msm de movistar,KGB_ACTMOVPLAY
Tengo problemas en el wifi de casa y no tengo para llamar 6006003000,HANDOVER_RECLAMOS
CUANTO DURA LA GARANTIA DE UN CELULAR COMPRADO,KGB_GARANTIACELU
SI SE CAE AL AGUA MI CELULAR AUN TIENE GARANTIA,KGB_GARANTIACELU
COMO PUEDE OBTENER OTRO CELULAR,KGB_COMPRAREQUIPOMOVICL
Quiero cambiar mi e mail,KGB_CAMBIADATOSPERSONALESSV
internet,CONSUMO_DATOS_FIJO
hola pague mi ultimas boletas y me bloquearon mi equipo,KGB_COBROREPOSERVICIO
movistar play,KGB_ACTMOVPLAY
Quiero poner el sos,CONSULTA_SOS
Hola tengo problemas con la linea fija quisiera saber si puedo cambiar a linea si cables,HANDOVER_RECLAMOS
necesito saber por quenuevamente me subieron el total de mi cta estaba pagando 33 y bfracion y ahora son casi 39 000 si sigue asi no me queda mas que dar de baja el plan,HANDOVER_RECLAMOS
Lo q pasa q no tengo el telefono yo y x eso necesito la informacion,KGB_COBROREPOSERVICIO
Quiero saber de equipos costo cero,VENTAS_C2C
Tengo dudas con mi boleta de fibra optica,COPIA_BOLETA_FIJO_MOVIL
Hola se me vencio la cuenta de mi celular no pude pagarla antes y quiero pagarla tengo que pedir una prorroga,KGB_PRORROGA
Hola me cambio de casa y me gustaria cambiar los servicios contratados a mi nuevo hogar,KGB_CAMBIARDOMICILIOSERVFIJO
Hoy acepte un plan para telefono Alcatel 1s lo cierto es que quiero cambiar esa opcion de telefono por un Samsung A20,KGB_SOLCAMBIPLAN
Pague me deuda de internet,DEUDA_FIJO_MOVIL
tengo problemas de servicio,HANDOVER_RECLAMOS
Hola se me perdio el telefono o me lo robaron Necesito saber si lo pueden bloquear tambien si se puede rastrear Me aparece apagado si llamo muchas gracias,KGB_BLOQUEARCELIUPERDIROBO
