text,intent
necesito comprar un celular y no encuentro la opcion de retiro en tienda,Ninguna
quisiera saber en que estado esta una orden de trabajo,Ninguna
TENGO UN PROBLEMA CON EL PAGO DE MI CUENTA DE INTERNET,Ninguna
Hola Contrate ayer Internet wifi para mi casa y necesito saber aprox A que hora va hoy el tecnico porque estoy en el trabajo O si me puede llamar para llegar a mi casa y que instale el servicio,Ninguna
Queria saber porque tengo tantas deudas vencidas y porque me cobraron ahora solo el equipo,Ninguna
Consulta por imei bloqueado,Ninguna
quisiera saber si existe alguna promocion para mi con referente al plan hogar ya que este mes se me acabo la promocion y estoy conplicada,Ninguna
detalle de las llamadas y servicios asociados al numero,Ninguna
dice que mi numero esta asociado a otro titular,Ninguna
no me deja ingresar ya que me solicita un numero prepago,Ninguna
no aparece la pestaña consumo en mi sucursal virtual,Ninguna
no e sirve la sucursal virtual,Ninguna
necesito un numero,Ninguna
quisiera dar de baja una linea celular a nombre de mi padre rut 4 1021 91 8,Ninguna
Hola buenas dias ayer por la noch me realizaron una recarga de 2000 pq el dia 27 alas 16 17 active un cjip que adquiri en un almacea y resulta que me hicieron el descuento de un sos que nunca hize,Ninguna
quiero dar de baja un celular no tengo clave virtual,Ninguna
Estoy sin servicio wye pasa Llevo 4 dias,Ninguna
necesito soliictar una hora de soporte tecnico,Ninguna
donde solicito una visita tecnica,Ninguna
Hola mi nombre es Alvaro y quisiera saber como puedo comprar un cel para un regalo para mi mama pero estoy en Estados Unidos y al momento de pagar queda en blanco,Ninguna
quiero saber por qque en mis ultimas dos boletas me estan cobrando movistar play,Ninguna
tengo problemas con la señal de tv y los controles remoto de los decos,Ninguna
quisiera bajar el plan que tengo actualmente,Ninguna
Pedi instalacion de router y segun el seguimiento vienen hoy a instalarlo existe la posibilidad de saber a que hora viene,Ninguna
no puedo realizar recarga a mi celular,Ninguna
compre una bolsa de navegacion y llamadas de 3490 hace unos dias de esta bolsa se acabaron los minutos y aun tiene internet y el saldo que tenia se acabo por lo que nopuedo realizar llamadas,Ninguna
hola quiero solicitar la clave de acceso al router para bloqueo de paginas web,Ninguna
Tengo una antena de TV en mi casa y necesito que la muevan,Ninguna
Buenas tardes deseo renunciar al contrato que tengo con el numero 989609465,Ninguna
quiero consultar porque mi boleta subio tanto de valor,Ninguna
Hola el cable de fibra que se conecta al modem lo mordio la mascota cuanto cuesta reponerlo,Ninguna
Hola buenas quisiera consultar sobre un plan que tengo asociado,Ninguna
Nececito comunicarme con un egecutivo de movistar,Ninguna
Necesito saber tiempo de demora para restablecer servicio despues del pago de la cuenta,Ninguna
A que numero debo marcar para reclamar Es para otra persona porque no le han dado el servicio h ya tiene pagado,Ninguna
No tengo claro si es 103 u otro numero,Ninguna
Hola quiero saber la deuda que tengo por aparatos porfavor,Ninguna
Necesito prorroga,Ninguna
Necesito prorroga,Ninguna
Necesito prorroga,Ninguna
Necesito prorroga,Ninguna
Hola podrias decirme el valor de un chip de movistar,Ninguna
No me llegan los mensajes de texto que me manda mi banco,Ninguna
Que equipos podria comprar con cargo al plan,Ninguna
Hola en q te pueo ayuar,Ninguna
Me compre un chip y pasan llamando por otra persona,Ninguna
no puedo entrar a la sucursal virtual,Ninguna
me dice que el numero esta incorrecto,Ninguna
no quiero cambio de titularidad,Ninguna
necesito entrar a la sucursal virtual pero no me deja,Ninguna
Hola quiero saber los pasos a seguir para portabilidad,Ninguna
estoy en Peru y me dieron solo 2 dias de roaming,Ninguna
Necesito saber mi codigo puk,Ninguna
Buenas noches quiero dejar constancia de una queja hoy recargue mi celular con 3000 pesos esperando la promocion del mes de septiembre y aun no me validan dicha promocion,Ninguna
Hola E recargado dos veces un monto de 5 000 e ingreso a comprar bolsas de datos libres por 7 dias y me sale q no tengo saldo suficiente,Ninguna
Por que no tengo saldo si recien recargue 10 000,Ninguna
Ya realice el sos y tampoco tengo saldo,Ninguna
En conclusion perdi la plata de la recarga,Ninguna
perdi la plata de mi recarga,Ninguna
perdi la plata de mi recarga,Ninguna
Perdi la plata de mi recarga,Ninguna
Perdi la plata de mi recarga,Ninguna
No me funciona un deco,Ninguna
Quiero deshacer la suscripcion a movistar play,Ninguna
Hola mi telefono tiene bloqeado el imei x movistar Podria saber el xq,Ninguna
quisiera saber si es posible un cambio de equipo,Ninguna
Hola necesito saber cuales son los requisitos para cambio de equipo,Ninguna
me llamaron de una oficina de cobranza parra avisarme que mi cta de agosto estaba impaga y si pagaba hoy me hacian un 50 por ciento de rebaja Es una empresa que esta autorizada por uds,Ninguna
me llamaron de una oficina de cobranza parra avisarme que mi cta de agosto estaba impaga y si pagaba hoy me hacian un 50 por ciento de rebaja Es una empresa que esta autorizada por uds,Ninguna
Internet hogar,Ninguna
pollo con papas,Ninguna
pollo con papas,Ninguna
pollo con papas,Ninguna
pollo con papas,Ninguna
pollo con papas,Ninguna
pollo con papas,Ninguna
Sabes quisiera saber si hay algun plan disponible mas bajo q el de 9 999,Ninguna
hola quiero ver la posibilidad de optar a otra linea,Ninguna
Y me equivoque en un numero,Ninguna
Cancele la cuenta a otro numero no al mio me ekivoke en un numero que tengo k hacer,Ninguna
mi boleta viene por un cobro superior,Ninguna
Buenas tardes Necesito que se repare el wifi de mi domicilio No esta funcionando,Ninguna
necesitaba saber como puedo desbloquear la red de mi celular par aponer otros chips ya que mi dispositivo lo compre en chile y lo estoy usando en argentina,Ninguna
Hola necesito dar de baja un servicio para poder contratar otro que me convenga mas En especifico deseo sacar la television y quedarme solo con un plan de internet,Ninguna
Aun no recibo la confirmacion de la cancelacion del servicio de telefonia fija,Ninguna
Tengo un problema en el sistema de banda ancha Necesito saber cuanto tiempo estaremos sin internet Y tambien saber porque no informan cuando ocurren problemas,Ninguna
Quiero saber cuanto tiempo estare sin internet,Ninguna
Ver el estado de mi solicitid,Ninguna
Hacen entregas a domicilio,Ninguna
necesito por favor si me puede ayudar a configurar la desviacion de llamada de un numero de celuar a otro,Ninguna
No me deja certificar mi celular extranjero,Ninguna
Tengo problemas con ma señal de television,Ninguna
Hola quiero saber mis deudas completa con la compañia,Ninguna
Ayer me llamaron de Movistar y me dieron una facilidad de pago Fui a la caja vecina y no pude pagarla,Ninguna
Hola disculpe quedaron en modificar mi boleta por un error y me dijieron que me hivan a llamar pero no me han llamado para darme respuesta,Ninguna
No tengo internet,Ninguna
Me enviaron una boleta para pagar por el monto total del mes pero yo me porte a WOM a fines de agosto,Ninguna
Pagar deuda,Ninguna
Necesito el registro de llamadas del dia 23 de agosto por favor,Ninguna
Necesitos las llamadas entrantes y salientes del dia 23,Ninguna
Necesito 3 la ultima boleta,Ninguna
Kero rechasar una portabilidad q hice,Ninguna
tengo un plan que me estan cobrando y lo elimine porque lo activaron por error,Ninguna
hola buenas tengo bloqueado mi numero y debo saber el porque,Ninguna
puedo recargar mi celular con una bolsa teniendo un contrato,Ninguna
Llevo mas de 17 años en la compañia desde prepago a diferentes planes,Ninguna
Y la compañia nunca me a ofrecido un celular para mi como en reconocimiento a mis años de antiguedad,Ninguna
Cuando sera el dia que la empresa me llame para ofrecerme un celular tal como lo hacen las otras compañias,Ninguna
Cuenta 222166201,Ninguna
hola nececito termitar un contrato con un plan de internet,Ninguna
No me ha llegado la portabilidad,Ninguna
Quiero saber sobre mi despacho lo necesito,Ninguna
Hola necesito saber sobre mi despacho,Ninguna
no tengo telefono ni internet,Ninguna
Hola ayer pague mi plan y aun no estan activos los servicios,Ninguna
Tengo problemas con tv cable,Ninguna
Hola queria saver a q hora van a venir a instalar el Internet,Ninguna
Quiero saber mi numero,Ninguna
No tengo señal de tv,Ninguna
Necesito bajar un telwfono y un canal de mi pñan,Ninguna
Pague la cuenta de mi Internet hogar y todavia no llega que puedo hacer,Ninguna
Necesito saber si me cortaran el plan,Ninguna
Por favor SOS,Ninguna
no hay tono en el telefono fijo,Ninguna
Me gustaria dar de baja mi Movistar play light,Ninguna
Hola quisiera saber como puedo habilitar mi celular para sacarlo del pais y asi no se bloquee no quiero activar roaming,Ninguna
sacar celular del pais,Ninguna
Cancele mi boleta de internet hogar pero aun no me dan el servicio,Ninguna
Tengo un decodificado y quiero buscar señal pero no me da la opcion de configuracion,Ninguna
Mire Tengo problemas para cancelar mi cuenta de numero fijo,Ninguna
Quiero renovar mi equipo celular,Ninguna
Quiero pagar una cuenta pendiente pero no puedo atraves de la pagiina,Ninguna
Lo que pasa es que el telefono fijo esta sin tono,Ninguna
necesito saber si al contrato que tome hoy en la tarde le puedo agregar 2 decodificadores,Ninguna
Tengo un error en la facturacion de saldo movistar,Ninguna
Como puedo comprar aplicacionesen Google play,Ninguna
necesito saber donde llamar para un reclamo,Ninguna
Compre un telefono recien,Ninguna
Hola buenas tardes quisiera saber si puedo obtener una linea con ustedes con equipo,Ninguna
quisiera bajar mis planes,Ninguna
Quiero internet hogar,Ninguna
Quiero blokear mi telefono me lo acaban de robar,Ninguna
Hola nose porque me estan cobrando cada mes mas caro mi plan,Ninguna
Pero hablar por celular,Ninguna
en mi boleta aparece un cobro que desconozco y quiero saber de que es,Ninguna
Quiero hacer cambio de movil,Ninguna
Tengo un problema con la boleta,Ninguna
Hola buen dia lo que sucede es que me registre para poder ver los canales basicos en movistar play pero no reconoce mi correo Quisiera poder ingresar pero me dice que el correo es invalido,Ninguna
Hola no recuerdo con que correo tengo instalado movistar play como lo hago,Ninguna
Hola estoy fuera de Chile utilizando Roaming internacional y de un momento a otro mi telefono se quedo sin servicio a pesar de haber pagado bolsa de datos y demas que debo hacer o a quen llamar pa,Ninguna
Tengo un reclamo que no han resulto,Ninguna
Contrate el roaming por dias y de la nada me dejo de funcionar desde ayer y no habian pasado ni 3 dias,Ninguna
No se como completar el inicio de sesion en la app,Ninguna
Tengo 3 000 mil de saldo y no puedo pedir bolsas de internet,Ninguna
Puede llamarme un ejecutor,Ninguna
Se me corto el Internet WiFi,Ninguna
Deceo bloquer un chip por robo,Ninguna
saber PIN operador,Ninguna
saber PIN operador,Ninguna
necesito saber del pago de mi Internet movil,Ninguna
cambiar de plan,Ninguna
quisiera saber cuantos megas me llegan,Ninguna
hogar,Ninguna
Mejorar el plan,Ninguna
Sabes que me atrase como 5 dias en pagar el plan,Ninguna
Y al parecer me bloquearon el equipo,Ninguna
Quisiera saber el estado de mi cuenta,Ninguna
buenas acabo de pagar mi cuenta de telefonia por internet el dinero se me desconto de mi banco pero aparece que la deuda aun no se ha pagado,Ninguna
Buenos dias el dia 09 08 19 he pasado a ser tuenti Y mi consulta es porque me siguen cobrando el servicio de Movistar,Ninguna
Descargue Movistar play y no lo puedo conectar al TV Me pide un codigo que aparecera en mi tv,Ninguna
si necesito trasladar un deco desde una pieza a otra en mi casa,Ninguna
Hola no tengo servicios en hogar trio 522223938,Ninguna
Nesecito q me cambien la direccion de domicilio la q esta en mi boleta es incorrecta,Ninguna
me robaron el celular el fin de semana,Ninguna
tengo problemas con mi reuter,Ninguna
Contrate roaming y no me esta funcionando,Ninguna
acabo de hacer una recarga a mi celular y sigo sin poder llamar,Ninguna
Que telefonos ofrecen por renovacion de equipo,Ninguna
Hola necesito recargar dinero a mi movil pero no me dejan por tener pre plan,Ninguna
Hola necesito recargar dinero a mi movil pero no me dejan por tener pre plan,Ninguna
buenas tardes habia renunciado al servicio ed cable y nuevamente tengo un valor alto en la cuenta que no corresponde a lo que me dijeron en el momento que quedaria por el uso de telefonia e internet,Ninguna
Hola ayer en la nocge cancele mi deuda de un servicio y no se de donde sacar el comprobante de pago,Ninguna
Hola necesito ayuda No puedo hacer llamadas desde mi movil 993382967 Obtengo un mensaje que indica que no tengo saldo,Ninguna
Quiero mi comprobante de pago,Ninguna
Contrate un plan el dia 7 de septiembre y no puedo hacer uso de el aun,Ninguna
Hola quisiera saber sobre una instalacion,Ninguna
como puedo saber donde viene un producto con despacho,Ninguna
Necesito repactar mi deuda que vence hoy y no puedo cancelar el total,Ninguna
Hola la caja de Internet de mi casa no funciona necesito que la reparensito,Ninguna
Hola quiero desactivar llamadas telefonica,Ninguna
estoy tratando de pagar mi cuenta desde el sabado en linea desde mi banco santander y dice que no esta disponible,Ninguna
Sabes se pago atrasada mi boleta,Ninguna
quiero saber el estado de mi despacho,Ninguna
quiero revisar el estado de mi despacho numero de orden 124717717A,Ninguna
cual es el estado de mi despacho,Ninguna
error al pagar la cuenta en linea,Ninguna
necesito pagar solo internet,Ninguna
quiero pagar onlai el servicio de internet y no se enk pagina,Ninguna
Tengo plan de 9 990 y cancele la ultima boleta de pago por que no puedo hacer llamadas,Ninguna
mira tengo varios reclamos el mes pasado no ocupe internet ya que no habia señal wifi,Ninguna
y ahora me llega la boleta,Ninguna
y me llega una boleta con un descuento de 3000 un descaro,Ninguna
por que tengo que llamar yo si soy un cliente que no le dan un servicio y se lo cobran,Ninguna
el mes pasado no tuve internet,Ninguna
el tecnico cuando fue a mi casa vio y corroboro que el modem estaba desconfigurado,Ninguna
como voy a tener trafico de datos de internet si no tengo el bendito modem configurado,Ninguna
Quiero saber por que no puedo hacer llamadas desde mi telefono,Ninguna
Hola buenas soy cliente de internet movil y me cortaron el servicio a pesar de que pague la boleta reciente,Ninguna
